transaction_date,account,posting,amount
2019-02-08,4,TRUE,3193.17
2019-01-06,2,TRUE,7821.89
2019-09-09,2,TRUE,18324.76
2020-04-08,1,TRUE,33752.48
2020-09-04,9,TRUE,58088.96
2020-10-24,5,TRUE,12533.2
2020-07-25,6,TRUE,25852.29
2019-06-06,1,TRUE,52757.52
2019-10-18,6,TRUE,22786.16
2020-01-19,3,TRUE,13694.93
2019-03-01,7,TRUE,3832.15
2020-07-03,5,TRUE,14765.3
2019-11-02,5,TRUE,9779.7
2020-07-19,14,TRUE,1215.75
2019-12-18,4,TRUE,1528.92
2020-07-01,6,TRUE,21624.87
2019-10-21,10,TRUE,16310.73
2019-03-22,3,TRUE,6947.3
2019-09-21,14,TRUE,9516.16
2020-01-12,9,TRUE,43202.09
2019-09-06,3,TRUE,15800.93
2020-09-10,1,TRUE,57194.31
2019-03-08,4,TRUE,-2455.55
2019-04-08,6,TRUE,19394.43
2020-05-17,2,TRUE,15471.98
2019-05-29,14,TRUE,-1879.31
2020-06-02,9,TRUE,20660.18
2019-08-20,11,TRUE,8244.66
2019-05-23,11,TRUE,6214.47
2020-08-02,1,TRUE,55347.44
2019-02-24,12,TRUE,12907.16
2020-05-20,15,TRUE,12955.81
2019-10-25,4,FALSE,-561.41
2019-09-27,10,TRUE,22663.85
2020-07-03,7,TRUE,19126.97
2020-05-10,3,TRUE,22307.46
2020-04-15,12,TRUE,34248.5
2020-10-24,10,TRUE,35319.07
2019-04-07,3,TRUE,4700.73
2020-04-22,13,TRUE,13743.31
2019-11-23,6,TRUE,17518.65
2019-12-04,14,TRUE,2506.33
2020-01-03,3,TRUE,14273.59
2020-05-08,3,TRUE,24584.79
2020-03-15,12,TRUE,78427.8
2019-07-17,10,TRUE,21783.67
2020-01-06,6,TRUE,24593.36
2020-07-20,8,TRUE,13129.55
2019-04-08,2,TRUE,12193.06
2019-09-07,8,TRUE,24929.84
2019-03-22,9,TRUE,42007.06
2019-06-02,14,TRUE,-2476.49
2020-10-18,4,TRUE,-616.92
2020-08-24,15,TRUE,3342.4
2020-09-27,14,TRUE,3606.81
2020-01-09,6,TRUE,18890.55
2020-07-24,9,TRUE,38003.53
2019-09-29,14,TRUE,4777.9
2019-12-29,6,TRUE,16984.92
2020-05-21,9,TRUE,41198.08
2019-12-15,9,TRUE,67470.55
2020-08-14,13,TRUE,2942.78
2020-01-11,7,TRUE,27852.01
2019-03-07,1,TRUE,12470.17
2020-06-14,14,TRUE,863.45
2019-09-16,5,TRUE,10974.37
2020-02-05,5,TRUE,17701.51
2019-01-17,1,TRUE,16550.95
2020-09-13,1,TRUE,33980.97
2019-09-17,10,TRUE,15217.93
2019-05-26,15,TRUE,5934.66
2019-06-07,12,TRUE,17749.95
2019-09-01,14,TRUE,8961.05
2019-01-24,3,TRUE,12021.09
2020-02-04,12,TRUE,20571.89
2020-05-22,13,TRUE,3887.59
2020-02-19,8,TRUE,23018.6
2020-04-13,5,TRUE,6064.84
2019-08-09,9,TRUE,26949.33
2019-04-11,12,TRUE,12556.61
2019-01-02,1,TRUE,22931.28
2019-01-23,11,TRUE,38797.46
2020-10-24,2,TRUE,24959.06
2020-10-10,1,TRUE,97690.99
2020-10-06,2,TRUE,12571.52
2019-04-18,3,TRUE,7355.62
2019-03-18,1,TRUE,15564.27
2020-07-09,10,TRUE,50567.41
2019-04-06,8,TRUE,8706.62
2019-11-18,3,TRUE,45688.04
2020-04-21,1,TRUE,29466.45
2019-02-19,7,TRUE,13905.73
2020-08-05,14,TRUE,1120.09
2019-12-18,10,TRUE,28494.32
2019-10-07,1,TRUE,51026.64
2019-12-25,14,TRUE,2688.61
2020-07-20,10,TRUE,45618.91
2020-04-06,15,TRUE,3472.79
2019-01-08,5,TRUE,1965.67
2020-08-17,3,TRUE,22541.59
2020-08-20,13,TRUE,3592.07
2019-04-28,15,TRUE,1844.5
2020-06-20,8,TRUE,22798.96
2019-06-15,13,TRUE,5101.34
2020-01-13,2,TRUE,58346.25
2019-11-25,5,TRUE,12435.11
2019-01-23,8,TRUE,4340.23
2019-03-11,8,TRUE,6239.03
2019-05-17,7,TRUE,13854.15
2020-05-17,11,TRUE,7102.0
2020-10-25,2,TRUE,25510.98
2019-08-05,2,TRUE,20300.22
2019-08-19,4,TRUE,1012.32
2019-07-29,7,TRUE,30250.02
2019-09-12,9,TRUE,29128.46
2020-04-28,1,TRUE,36431.25
2020-09-27,7,TRUE,71610.11
2020-07-21,11,TRUE,76933.24
2019-12-20,4,TRUE,2705.01
2019-08-15,8,TRUE,27700.51
2019-05-09,12,TRUE,42262.41
2019-05-24,11,TRUE,5328.8
2019-06-05,15,TRUE,5885.41
2020-05-21,5,TRUE,12508.89
2020-07-17,3,TRUE,19718.44
2020-02-03,13,TRUE,11596.7
2020-02-16,5,TRUE,18635.51
2019-05-11,4,TRUE,-9060.5
2020-09-16,12,TRUE,13848.69
2020-06-20,8,TRUE,35419.81
2020-10-02,6,TRUE,33655.73
2019-09-20,1,TRUE,26083.23
2019-05-01,8,TRUE,23844.32
2019-02-28,2,TRUE,5929.45
2020-04-06,11,TRUE,12466.12
2019-09-25,14,TRUE,6879.39
2019-12-08,6,TRUE,27543.11
2019-10-01,2,TRUE,13588.39
2019-05-06,11,TRUE,4635.02
2020-05-03,1,TRUE,121324.5
2020-05-10,7,TRUE,12281.92
2019-09-13,5,TRUE,6969.29
2020-08-12,7,TRUE,26219.71
2020-05-08,9,TRUE,31724.73
2020-01-02,11,TRUE,7752.11
2020-01-02,12,TRUE,12035.1
2020-08-04,1,TRUE,63995.48
2020-03-24,6,TRUE,38177.16
2019-11-13,8,TRUE,16781.62
2020-10-25,8,TRUE,34039.62
2019-03-25,11,TRUE,12063.54
2019-01-28,1,TRUE,20278.08
2019-06-17,2,TRUE,24823.81
2019-08-29,4,TRUE,926.07
2019-02-07,15,TRUE,208.61
2019-05-29,7,TRUE,10891.37
2020-03-28,7,TRUE,32501.33
2019-08-26,3,TRUE,32593.81
2020-10-04,4,TRUE,-532.56
2019-04-23,15,TRUE,3287.3
2019-04-24,13,TRUE,-137.45
2020-03-29,2,TRUE,18112.7
2019-04-16,11,TRUE,8714.53
2019-10-18,13,TRUE,3308.58
2019-10-18,8,TRUE,21550.42
2020-03-15,15,TRUE,3267.55
2019-02-02,14,TRUE,1244.13
2020-05-25,7,TRUE,10197.16
2020-09-20,13,TRUE,-8130.9
2019-12-08,10,TRUE,12816.48
2019-05-05,7,TRUE,9097.0
2020-05-23,5,TRUE,10778.29
2020-03-21,9,TRUE,21501.23
2020-06-26,9,TRUE,17854.48
2020-06-08,4,TRUE,-2417.76
2019-03-22,11,TRUE,18887.8
2019-04-11,8,TRUE,5667.52
2020-10-24,8,TRUE,20618.71
2019-04-07,13,TRUE,-219.47
2019-05-28,7,TRUE,14688.74
2019-01-08,13,TRUE,537.53
2020-08-17,6,TRUE,30290.87
2020-06-15,11,TRUE,17575.87
2019-06-27,3,TRUE,11855.21
2020-07-01,3,TRUE,26050.79
2020-10-16,14,TRUE,4709.87
2019-03-25,10,TRUE,17957.0
2020-07-17,5,TRUE,13771.0
2020-03-24,2,TRUE,18814.75
2019-04-11,2,TRUE,10908.01
2019-02-28,14,TRUE,1508.21
2020-04-16,4,TRUE,-2127.41
2020-04-17,12,TRUE,34408.17
2020-07-10,10,TRUE,61701.51
2020-03-28,1,TRUE,297339.66
2020-08-07,7,TRUE,13813.96
2020-09-26,11,TRUE,4233.7
2020-02-03,6,TRUE,20147.18
2019-01-27,12,TRUE,18697.59
2019-07-27,3,TRUE,16513.44
2019-07-15,13,TRUE,8759.56
2019-12-21,6,FALSE,24731.42
2020-08-02,14,TRUE,1143.5
2020-01-19,9,TRUE,31791.86
2019-11-22,11,TRUE,53665.19
2019-11-18,10,TRUE,21763.64
2019-01-01,5,TRUE,1752.93
2020-03-11,5,TRUE,13516.56
2020-04-18,15,TRUE,4360.5
2019-09-26,7,TRUE,13905.92
2019-09-29,14,TRUE,8425.76
2020-08-18,1,TRUE,57609.24
2020-07-10,14,TRUE,731.4
2019-03-26,14,TRUE,2415.58
2019-12-22,13,TRUE,868.33
2020-10-01,2,TRUE,23487.27
2020-05-12,8,TRUE,32746.07
2019-10-19,7,TRUE,34887.93
2019-11-25,13,TRUE,5093.66
2019-10-02,14,TRUE,5156.05
2019-10-17,14,TRUE,5665.29
2019-01-26,5,TRUE,2076.29
2019-08-21,8,TRUE,16977.73
2020-05-29,10,TRUE,11613.91
2019-12-04,7,TRUE,22648.13
2020-09-29,3,TRUE,34684.5
2019-05-28,1,TRUE,60173.52
2020-03-07,13,TRUE,-2320.35
2020-08-07,7,TRUE,30980.83
2020-02-12,7,TRUE,28239.76
2019-01-16,13,TRUE,652.72
2019-04-03,11,TRUE,15398.8
2020-06-22,14,TRUE,675.03
2019-03-02,8,TRUE,13283.1
2020-08-13,14,TRUE,1924.05
2019-04-05,14,TRUE,2704.08
2019-08-08,3,TRUE,32671.04
2020-06-25,7,TRUE,18250.87
2020-04-13,12,TRUE,24029.84
2019-01-29,5,TRUE,2612.38
2019-10-06,1,TRUE,54381.82
2020-08-22,14,TRUE,1217.65
2019-02-09,2,TRUE,6559.74
2020-09-08,13,TRUE,-8511.61
2020-06-04,4,TRUE,-3678.87
2019-03-11,6,TRUE,16412.95
2019-04-16,2,TRUE,13776.97
2019-02-15,13,TRUE,235.47
2019-12-08,3,TRUE,18844.9
2019-11-12,8,TRUE,13617.88
2019-02-22,7,TRUE,6313.03
2020-09-19,1,TRUE,54257.68
2020-03-05,14,TRUE,8749.18
2020-08-10,14,TRUE,1127.89
2020-04-15,1,TRUE,58397.14
2019-01-23,7,TRUE,4147.03
2019-01-24,13,TRUE,791.67
2019-09-10,7,TRUE,24420.16
2019-03-18,6,TRUE,18013.22
2019-02-01,2,TRUE,11602.1
2020-10-20,11,TRUE,8242.44
2019-04-24,5,FALSE,310.81
2019-03-14,11,TRUE,18183.36
2020-09-18,12,TRUE,19210.98
2019-02-12,15,TRUE,253.92
2020-05-16,2,TRUE,29559.31
2019-02-05,7,TRUE,6227.72
2020-07-10,7,TRUE,24120.96
2019-03-13,1,TRUE,16876.92
2019-02-14,7,TRUE,12995.75
2020-07-13,4,TRUE,-14780.52
2019-01-09,5,TRUE,2348.59
2019-09-10,11,TRUE,10457.36
2019-10-03,15,TRUE,4738.46
2020-10-22,14,TRUE,9956.83
2019-10-26,2,TRUE,12855.68
2020-01-03,3,TRUE,20253.07
2020-07-13,12,TRUE,16649.42
2019-06-10,5,TRUE,3223.23
2019-09-13,10,TRUE,26142.23
2019-05-08,14,TRUE,-1254.36
2020-10-10,5,TRUE,7341.27
2020-01-29,14,TRUE,3253.25
2019-08-18,5,TRUE,3402.66
2020-02-17,5,TRUE,9562.38
2019-05-17,5,TRUE,-222.49
2019-11-22,9,TRUE,46086.7
2019-10-18,10,TRUE,17336.9
2020-06-17,11,TRUE,12833.86
2020-04-22,6,TRUE,67727.28
2020-07-24,10,TRUE,47783.88
2020-10-13,3,TRUE,22391.46
2019-02-14,1,TRUE,46910.56
2019-09-07,14,TRUE,5075.28
2020-09-11,11,TRUE,4109.18
2019-10-07,14,TRUE,5092.4
2020-08-07,2,TRUE,74282.42
2019-03-09,15,TRUE,2336.6
2019-10-06,4,TRUE,-381.76
2020-03-26,1,TRUE,241952.86
2019-02-19,2,TRUE,5812.72
2020-10-24,11,TRUE,17413.6
2019-07-11,4,TRUE,5005.25
2020-05-18,5,TRUE,9412.03
2020-10-03,3,TRUE,26773.89
2020-06-15,10,TRUE,85722.83
2019-01-28,13,TRUE,886.75
2020-06-14,5,TRUE,5777.2
2020-01-12,3,TRUE,26296.84
2019-08-29,12,TRUE,15235.92
2019-01-12,14,TRUE,647.86
2019-09-13,7,TRUE,17975.95
2019-12-23,11,TRUE,5334.82
2020-02-25,15,TRUE,3410.24
2020-06-28,7,TRUE,19948.62
2019-04-08,2,TRUE,7232.16
2019-12-19,6,TRUE,17099.68
2019-09-19,6,TRUE,19146.49
2020-04-12,15,TRUE,2975.28
2019-03-14,7,TRUE,7994.34
2020-03-13,2,TRUE,17621.27
2020-09-03,11,TRUE,7880.38
2019-12-06,10,TRUE,22473.55
2020-09-19,3,TRUE,27012.85
2020-05-01,12,TRUE,16759.63
2020-09-19,8,TRUE,26555.81
2020-02-24,14,TRUE,1408.07
2019-09-07,15,TRUE,29914.14
2019-03-25,14,TRUE,1316.24
2019-12-17,14,TRUE,1549.37
2019-02-27,12,TRUE,16810.96
2020-01-20,2,TRUE,55798.91
2019-06-11,13,FALSE,5045.74
2019-08-10,15,TRUE,6188.65
2019-06-12,4,TRUE,0.63
2019-05-18,3,TRUE,11754.15
2020-01-09,4,TRUE,-3454.6
2020-07-09,7,TRUE,15231.66
2020-06-18,3,TRUE,75999.19
2019-10-28,13,TRUE,3413.5
2020-10-23,4,TRUE,-523.75
2019-04-14,7,TRUE,31687.16
2019-05-05,11,TRUE,4354.56
2020-02-24,4,TRUE,-4915.56
2019-06-03,15,FALSE,4776.56
2019-06-15,6,TRUE,14058.04
2019-12-20,2,TRUE,34690.93
2019-03-13,8,TRUE,6267.78
2020-05-25,11,TRUE,4976.58
2019-08-29,10,TRUE,22973.91
2020-07-01,12,TRUE,11776.42
2020-08-03,15,TRUE,3117.61
2020-10-29,2,TRUE,16557.61
2020-07-15,8,TRUE,23964.61
2020-04-11,9,TRUE,123688.85
2019-07-15,11,TRUE,6615.65
2020-01-28,12,TRUE,17199.26
2019-06-05,8,TRUE,17750.97
2020-05-14,6,TRUE,51375.55
2019-09-29,9,TRUE,34984.18
2020-05-28,10,TRUE,14180.28
2020-01-23,4,TRUE,-1634.43
2019-10-18,3,TRUE,18849.59
2019-09-25,14,TRUE,5551.09
2019-04-24,12,TRUE,24136.05
2020-03-14,11,TRUE,5321.58
2019-05-02,15,TRUE,5388.62
2020-08-09,14,TRUE,971.78
2019-11-28,5,TRUE,15090.53
2020-09-10,10,TRUE,74824.62
2019-09-22,11,TRUE,9737.25
2019-10-22,9,TRUE,38150.29
2019-04-01,3,TRUE,3685.62
2019-12-15,8,TRUE,9898.05
2019-06-10,4,TRUE,1.09
2020-07-19,1,TRUE,72220.5
2020-09-18,14,FALSE,4123.75
2020-08-26,8,TRUE,20146.76
2020-08-01,9,TRUE,57120.93
2019-02-13,3,TRUE,18375.85
2019-06-08,12,TRUE,9578.13
2019-02-07,13,TRUE,114.69
2020-01-16,11,TRUE,12072.95
2019-08-29,9,TRUE,43636.49
2019-03-01,6,TRUE,16330.89
2019-03-02,14,TRUE,1819.08
2020-09-27,3,TRUE,24419.62
2019-05-28,11,TRUE,5609.26
2020-03-17,2,TRUE,17270.25
2020-05-22,3,TRUE,23860.18
2020-10-02,1,TRUE,64079.0
2020-03-10,5,TRUE,21562.12
2020-08-19,9,TRUE,42454.74
2019-05-01,13,TRUE,8183.89
2019-03-01,6,TRUE,16987.41
2019-10-27,6,TRUE,15009.93
2019-01-04,3,TRUE,8090.39
2019-08-14,12,TRUE,14758.74
2019-03-27,8,TRUE,7820.35
2019-07-02,15,TRUE,12374.03
2020-07-20,6,TRUE,35770.47
2019-10-01,12,TRUE,33817.93
2020-08-25,7,TRUE,14283.37
2019-04-13,6,TRUE,21320.12
2019-06-27,10,TRUE,53749.06
2019-06-20,4,FALSE,1.08
2020-07-06,6,TRUE,21137.09
2020-10-21,2,TRUE,18274.69
2019-11-05,4,TRUE,-3565.94
2020-04-21,5,TRUE,7586.05
2020-05-05,14,TRUE,10790.8
2020-04-28,8,TRUE,25083.63
2019-03-25,8,TRUE,5951.52
2019-09-03,10,TRUE,16304.93
2020-10-10,3,TRUE,19652.44
2020-01-24,8,TRUE,28727.13
2019-07-15,11,TRUE,4914.48
2020-03-13,4,TRUE,2934.61
2019-09-29,9,TRUE,23347.81
2020-01-03,9,TRUE,20468.73
2019-12-02,10,FALSE,20804.43
2020-10-14,1,TRUE,49730.02
2019-09-25,2,TRUE,13796.96
2020-02-02,6,TRUE,32350.15
2020-10-13,10,TRUE,60114.5
2019-04-10,13,TRUE,-230.21
2019-04-07,15,TRUE,1762.52
2020-05-03,1,TRUE,79079.88
2019-11-25,5,TRUE,12791.33
2019-12-01,8,TRUE,14010.94
2020-03-10,9,TRUE,33192.01
2019-11-06,10,TRUE,18091.36
2020-06-15,13,TRUE,1774.42
2019-03-28,7,TRUE,4785.61
2020-08-15,13,TRUE,2481.99
2020-09-12,12,TRUE,20842.98
2020-03-27,13,TRUE,-1659.94
2019-05-05,6,TRUE,25305.99
2020-01-03,7,TRUE,23873.15
2020-02-02,15,TRUE,3622.37
2019-07-12,3,TRUE,16834.08
2019-12-19,8,TRUE,17445.88
2020-04-17,8,TRUE,15713.64
2020-02-12,7,TRUE,28997.41
2020-01-07,6,TRUE,16930.21
2020-06-21,4,TRUE,-3156.51
2019-10-06,5,TRUE,5557.78
2019-12-09,3,TRUE,15547.04
2020-07-04,8,TRUE,27470.07
2019-03-17,7,TRUE,7205.91
2019-11-03,6,TRUE,23092.77
2019-09-25,12,TRUE,12174.77
2020-03-22,7,TRUE,35538.84
2020-06-08,2,TRUE,53386.66
2019-12-04,15,TRUE,11143.14
2020-06-24,13,TRUE,1204.93
2020-04-19,6,TRUE,73001.99
2020-04-04,1,TRUE,43797.86
2019-06-14,1,TRUE,54235.64
2020-02-13,9,TRUE,27509.4
2019-05-28,2,TRUE,5901.67
2020-10-22,14,FALSE,8324.9
2019-10-19,5,TRUE,7365.32
2019-09-22,5,TRUE,10431.31
2019-09-19,10,TRUE,12717.84
2020-08-26,14,TRUE,1194.24
2019-11-09,11,TRUE,48985.93
2020-10-28,12,TRUE,26137.91
2019-08-01,9,TRUE,38282.32
2019-01-01,10,TRUE,13781.46
2020-03-29,9,TRUE,29921.86
2019-01-07,7,TRUE,8008.64
2020-06-23,13,TRUE,2008.21
2020-02-20,4,TRUE,-8087.67
2019-03-17,14,TRUE,1690.91
2019-09-23,5,TRUE,9956.13
2019-10-09,15,FALSE,5298.67
2019-09-18,6,TRUE,10900.23
2019-10-05,11,TRUE,17825.29
2019-02-14,7,TRUE,5744.29
2019-10-27,1,TRUE,61511.57
2020-03-20,10,TRUE,32574.67
2020-03-01,13,TRUE,-1523.1
2020-04-22,14,TRUE,-2481.9
2020-07-24,1,TRUE,72366.1
2019-06-11,15,TRUE,7557.2
2019-12-07,3,FALSE,13269.95
2019-12-27,11,TRUE,7023.28
2019-09-03,6,TRUE,12085.04
2020-02-18,15,TRUE,7505.8
2020-06-10,2,TRUE,42055.62
2019-04-05,11,TRUE,14211.87
2020-07-07,13,TRUE,757.99
2019-10-06,3,TRUE,28926.42
2019-12-06,11,TRUE,5927.57
2020-01-24,15,TRUE,14434.04
2020-10-19,6,TRUE,40713.97
2020-04-12,8,TRUE,26480.4
2019-12-27,8,TRUE,14417.71
2020-08-01,11,TRUE,15404.97
2020-10-13,2,TRUE,15944.36
2019-06-13,4,TRUE,0.63
2019-02-21,6,TRUE,17765.07
2019-05-17,6,TRUE,25046.44
2020-01-02,13,TRUE,-1041.0
2020-06-25,7,TRUE,21403.84
2020-08-02,7,TRUE,29170.27
2019-01-17,8,TRUE,4858.47
2019-03-16,15,TRUE,2336.6
2019-08-01,9,TRUE,43547.26
2019-12-02,13,TRUE,1223.14
2020-04-06,11,TRUE,12605.25
2019-04-09,14,TRUE,4005.1
2019-07-08,8,TRUE,15649.57
2020-04-26,3,FALSE,21216.48
2020-04-12,6,TRUE,44307.56
2020-09-17,3,TRUE,44517.18
2019-04-14,13,TRUE,-278.86
2019-11-11,13,TRUE,5594.45
2019-04-04,3,TRUE,6996.43
2020-05-26,4,TRUE,-902.27
2020-09-09,3,TRUE,40627.33
2019-12-08,9,TRUE,70140.89
2020-09-08,1,TRUE,29226.43
2019-11-25,8,TRUE,10270.72
2020-07-11,7,TRUE,21174.5
2019-05-16,6,TRUE,30432.07
2019-04-26,11,TRUE,14742.86
2019-04-29,4,TRUE,-11222.41
2019-12-07,10,TRUE,13889.49
2019-02-09,12,TRUE,14067.75
2019-01-01,13,TRUE,544.85
2019-09-01,1,TRUE,24071.1
2019-03-09,4,TRUE,-1270.53
2019-06-16,2,TRUE,19628.13
2019-06-14,3,TRUE,6926.28
2019-07-28,12,TRUE,34139.18
2020-08-29,10,TRUE,42346.34
2019-05-19,8,TRUE,51404.64
2020-07-24,9,TRUE,56269.75
2019-12-15,7,TRUE,18360.63
2019-01-26,12,TRUE,40127.26
2019-06-15,4,FALSE,0.7
2019-11-22,13,TRUE,3133.46
2019-04-29,15,TRUE,3443.06
2019-10-27,10,TRUE,19659.29
2020-10-20,5,TRUE,12365.71
2019-07-22,3,TRUE,18196.84
2019-02-02,13,TRUE,149.2
2019-09-09,9,TRUE,16140.77
2019-02-05,15,TRUE,281.29
2020-05-19,1,TRUE,112824.06
2020-02-01,6,TRUE,22440.36
2019-10-29,13,TRUE,3287.59
2019-05-24,9,TRUE,28074.04
2020-05-25,4,TRUE,-1844.46
2019-09-06,13,TRUE,-4518.77
2020-08-18,10,TRUE,29713.61
2020-04-27,13,TRUE,9836.72
2019-12-28,10,TRUE,19135.31
2019-05-06,2,TRUE,13050.17
2019-08-21,11,TRUE,7500.56
2019-04-03,15,TRUE,1680.54
2020-07-06,9,TRUE,60070.1
2020-07-03,9,TRUE,38126.13
2019-08-04,15,TRUE,6377.91
2020-10-04,8,TRUE,31340.45
2019-01-26,6,TRUE,38762.32
2020-10-22,2,TRUE,21954.16
2019-10-19,6,TRUE,25498.8
2019-05-20,7,TRUE,12435.35
2019-11-29,13,TRUE,4321.03
2019-07-22,15,TRUE,9736.94
2020-01-19,6,TRUE,28157.61
2019-11-15,9,TRUE,50904.12
2020-09-15,5,TRUE,15933.14
2019-05-19,14,TRUE,-1718.61
2020-02-02,2,TRUE,25309.68
2020-06-10,13,TRUE,1504.66
2019-10-21,3,TRUE,25666.27
2019-06-24,15,TRUE,5697.75
2020-10-24,12,TRUE,33714.12
2019-02-22,15,TRUE,361.53
2019-12-13,3,TRUE,13937.38
2020-03-21,15,TRUE,5187.1
2019-05-21,4,TRUE,-11425.2
2019-07-07,5,TRUE,19543.98
2020-07-19,12,TRUE,16881.47
2020-04-15,4,TRUE,-1854.56
2020-03-07,9,TRUE,31066.41
2020-10-13,8,TRUE,31490.4
2019-01-05,1,TRUE,18761.96
2019-06-19,5,TRUE,1996.69
2020-02-02,7,TRUE,26586.7
2020-10-17,15,TRUE,3483.12
2019-09-21,12,TRUE,9114.98
2020-08-21,13,TRUE,3958.61
2020-03-06,2,TRUE,33627.85
2019-08-12,1,TRUE,59540.59
2020-10-24,11,TRUE,18845.38
2020-03-16,3,TRUE,136529.39
2019-01-12,8,TRUE,10105.61
2019-08-07,13,TRUE,13900.68
2019-02-14,5,TRUE,3999.54
2020-03-16,9,TRUE,38587.75
2019-03-24,10,TRUE,14488.04
2019-10-27,13,TRUE,3434.49
2019-05-18,9,TRUE,37206.56
2019-08-01,1,TRUE,37088.82
2019-12-16,8,TRUE,13016.62
2019-10-26,6,TRUE,13141.23
2020-08-22,13,TRUE,4126.17
2020-07-26,9,TRUE,39352.05
2020-06-13,8,TRUE,25852.39
2020-08-26,10,TRUE,43591.82
2019-03-26,5,TRUE,15335.8
2019-03-11,15,TRUE,2944.64
2019-02-19,5,TRUE,9133.82
2019-07-07,11,TRUE,4244.32
2019-12-24,2,TRUE,52978.47
2020-06-08,1,TRUE,56931.3
2020-07-04,2,TRUE,58006.11
2019-06-04,10,TRUE,41159.19
2019-10-20,13,TRUE,2028.52
2019-04-01,10,TRUE,92519.35
2020-01-15,12,TRUE,9628.08
2020-01-24,10,TRUE,43989.52
2020-09-29,1,TRUE,36498.08
2020-02-14,12,TRUE,22657.52
2020-01-01,8,TRUE,55772.04
2019-06-09,14,TRUE,-4744.88
2020-08-19,4,TRUE,-13677.84
2020-01-11,7,TRUE,23059.29
2019-12-28,15,TRUE,8513.86
2019-01-17,4,TRUE,1398.32
2019-04-05,14,TRUE,5089.29
2020-08-25,1,TRUE,49227.29
2019-04-03,9,TRUE,35673.54
2019-08-19,11,TRUE,9613.81
2020-05-23,7,TRUE,17357.84
2020-03-15,10,TRUE,13472.24
2020-08-17,14,TRUE,1092.77
2020-09-20,8,TRUE,24279.59
2019-03-23,7,TRUE,8324.39
2020-08-05,13,TRUE,3686.33
2019-05-01,9,TRUE,36530.08
2019-01-09,7,TRUE,7689.64
2019-12-26,13,TRUE,1490.8
2019-08-11,13,TRUE,11362.55
2019-10-14,13,TRUE,3112.72
2020-08-21,7,TRUE,30779.66
2019-09-24,2,TRUE,17812.18
2020-05-19,5,TRUE,13359.01
2019-12-11,14,TRUE,3531.64
2019-07-04,13,TRUE,10587.64
2020-10-24,1,TRUE,86880.12
2020-03-09,13,TRUE,-2486.94
2019-03-12,15,TRUE,3153.11
2020-01-15,10,TRUE,73962.04
2020-10-24,4,TRUE,-502.35
2019-06-23,3,TRUE,10115.59
2020-04-26,8,TRUE,22697.48
2019-09-18,3,TRUE,13800.81
2020-01-20,12,TRUE,20744.14
2020-02-26,11,TRUE,3567.96
2019-01-21,9,TRUE,40318.91
2020-10-02,10,TRUE,47140.15
2019-08-16,11,TRUE,14018.9
2020-01-01,11,TRUE,9455.03
2019-09-26,6,TRUE,13648.98
2019-12-11,14,TRUE,1921.52
2020-04-20,11,TRUE,7513.06
2020-06-04,14,TRUE,543.31
2020-02-13,4,TRUE,-8136.1
2020-04-23,1,TRUE,36029.43
2020-08-06,10,TRUE,29357.76
2020-06-13,7,TRUE,23768.57
2020-03-16,6,TRUE,49340.07
2020-05-05,6,TRUE,41440.33
2020-08-23,8,TRUE,18252.08
2019-01-20,10,TRUE,14249.24
2020-09-11,4,TRUE,5017.41
2020-01-11,14,TRUE,3867.43
2020-07-06,1,TRUE,46157.05
2019-05-21,15,TRUE,6638.78
2020-08-05,14,TRUE,1280.1
2019-07-02,15,TRUE,6925.98
2019-02-08,14,TRUE,2875.57
2020-03-11,10,TRUE,32842.77
2019-08-14,11,TRUE,9881.69
2019-02-23,4,TRUE,2521.55
2020-07-05,9,TRUE,43397.58
2019-12-01,15,TRUE,5383.76
2019-02-25,15,TRUE,323.77
2019-07-26,15,TRUE,11214.87
2019-07-09,11,TRUE,6289.16
2019-10-03,11,TRUE,20243.23
2020-03-24,2,TRUE,15795.96
2019-03-05,3,TRUE,10926.83
2019-08-25,11,TRUE,13572.44
2019-12-18,5,TRUE,23301.36
2019-08-20,10,TRUE,23662.26
2019-10-19,15,TRUE,3442.97
2019-09-19,9,TRUE,18242.82
2020-02-29,2,TRUE,25964.25
2020-05-29,7,TRUE,13007.05
2020-01-11,11,TRUE,11285.03
2019-10-07,2,TRUE,7393.68
2019-02-02,3,TRUE,14180.96
2019-08-05,1,TRUE,53090.36
2019-10-03,6,TRUE,22123.07
2019-03-09,1,TRUE,10594.96
2019-12-20,3,TRUE,14487.02
2019-05-12,14,TRUE,-1397.21
2019-08-14,12,TRUE,8044.02
2020-08-13,6,TRUE,34693.61
2020-05-10,2,TRUE,16074.0
2020-03-04,11,TRUE,4440.3
2019-04-20,3,TRUE,3763.71
2020-06-04,4,TRUE,-3522.16
2020-06-01,1,TRUE,53742.2
2020-07-20,9,TRUE,24763.59
2020-06-28,6,TRUE,80957.99
2019-01-29,11,TRUE,36628.66
2020-09-15,1,TRUE,28387.39
2019-07-04,13,TRUE,8658.0
2020-04-11,1,TRUE,63486.8
2020-08-02,12,TRUE,96571.23
2020-09-29,4,TRUE,6433.62
2020-01-03,7,TRUE,38884.3
2020-05-28,5,TRUE,7347.46
2019-04-25,1,TRUE,89382.91
2019-03-17,11,TRUE,9421.89
2020-02-15,11,TRUE,2358.48
2019-12-06,11,TRUE,6951.43
